====================================================================================================
分析结果：不包含 'idea_EU4'（无s）的 spriteType
总 spriteType 数: 1161
其中包含 'idea_EU4'(精确) 被排除: 397
不包含 'idea_EU4'(精确) 的: 1161

----------------------------------------------------------------------------------------------------
【第一部分】使用 ideas_EU4 路径 (包含 's') 的 sprite: 1147 个
----------------------------------------------------------------------------------------------------
    行号 | Name                                          | TextureFile
   324 | Fire_iron                                     | gfx//interface//ideas_EU4//Fire_iron.dds
   328 | a75                                           | gfx//interface//ideas_EU4//a75.dds
   332 | Corpses_cloth                                 | gfx//interface//ideas_EU4//Corpses_cloth.dds
   336 | cloth_F26                                     | gfx//interface//ideas_EU4//cloth_F26.dds
   340 | Drakons                                       | gfx//interface//ideas_EU4//Drakons.dds
   344 | Drakons_food                                  | gfx//interface//ideas_EU4//Drakons_food.dds
   348 | Blue_Wine                                     | gfx//interface//ideas_EU4//Blue_Wine.dds
   352 | Roilsard_Wine                                 | gfx//interface//ideas_EU4//Roilsard_Wine.dds
   356 | The_Illusive_Chylys                           | gfx//interface//ideas_EU4//The_Illusive_Chylys.dds
   360 | Jaherian_Sunlight                             | gfx//interface//ideas_EU4//Jaherian_Sunlight.dds
   364 | Adhuna_Kilns                                  | gfx//interface//ideas_EU4//Adhuna_Kilns.dds
   368 | porcelain                                     | gfx//interface//ideas_EU4//porcelain.dds
   372 | porcelain_production                          | gfx//interface//ideas_EU4//porcelain_production.dds
   376 | Jewelers_of_Binhrung                          | gfx//interface//ideas_EU4//Jewelers_of_Binhrung.dds
   380 | Shoal_of_Great_Spirit_Kharunyana              | gfx//interface//ideas_EU4//Shoal_of_Great_Spirit_Kharunyana.dds
   384 | Great_Spirit_mp                               | gfx//interface//ideas_EU4//Great_Spirit_mp.dds
   388 | Feng_Yanfu                                    | gfx//interface//ideas_EU4//cloth_harpy.dds
   392 | Mottled_Fields_of_White_and_Brown             | gfx//interface//ideas_EU4//Mottled_Fields_of_White_and_Brown.dds
   396 | Silver                                        | gfx//interface//ideas_EU4//Silver.dds
   400 | The_Crown_and_The_Paper_Crown                 | gfx//interface//ideas_EU4//The_Crown_and_The_Paper_Crown.dds
   404 | The_Cannorian_Net                             | gfx//interface//ideas_EU4//The_Cannorian_Net.dds
   408 | Born_from_the_Fine_Print                      | gfx//interface//ideas_EU4//Born_from_the_Fine_Print.dds
   412 | The_Hall_of_Golden_Scales                     | gfx//interface//ideas_EU4//The_Hall_of_Golden_Scales.dds
   416 | Estalleni_Ladies_of_Pleasure                  | gfx//interface//ideas_EU4//Estalleni_Ladies_of_Pleasure.dds
   420 | Wine                                          | gfx//interface//ideas_EU4//Wine.dds
   424 | Wine_A32                                      | gfx//interface//ideas_EU4//Wine_A32.dds
   428 | Glass_F44                                     | gfx//interface//ideas_EU4//Glass_F44.dds
   432 | livestock                                     | gfx//interface//ideas_EU4//livestock.dds
   436 | Garden                                        | gfx//interface//ideas_EU4//Garden.dds
   440 | Legacy_of_the_Lotus_Princesses                | gfx//interface//ideas_EU4//Legacy_of_the_Lotus_Princesses.dds
   444 | Iron_as_Valuable_as_Silver                    | gfx//interface//ideas_EU4//Iron_as_Valuable_as_Silver.dds
   448 | Moshugong_Blades                              | gfx//interface//ideas_EU4//Moshugong_Blades.dds
   452 | Lamps_and_Tapestries                          | gfx//interface//ideas_EU4//Lamps_and_Tapestries.dds
   456 | development                                   | gfx//interface//ideas_EU4//development.dds
   460 | White_wine                                    | gfx//interface//ideas_EU4//White_wine.dds
   464 | horse                                         | gfx//interface//ideas_EU4//horse.dds
   468 | The_Sky_Runners                               | gfx//interface//ideas_EU4//The_Sky_Runners.dds
   472 | Damespearl                                    | gfx//interface//ideas_EU4//Damespearl.dds
   476 | Teak_Artisanry                                | gfx//interface//ideas_EU4//Teak_Artisanry.dds
   480 | Explosion                                     | gfx//interface//ideas_EU4//Explosion.dds
   484 | Rubenaire_Red                                 | gfx//interface//ideas_EU4//Rubenaire_Red.dds
   488 | Azkapas                                       | gfx//interface//ideas_EU4//Azkapas.dds
   492 | Divenhal_Heart                                | gfx//interface//ideas_EU4//Divenhal_Heart.dds
   496 | cloth_A40                                     | gfx//interface//ideas_EU4//cloth_A40.dds
   500 | fish_A40                                      | gfx//interface//ideas_EU4//fish_A40.dds
   504 | Pear_pie                                      | gfx//interface//ideas_EU4//Pear_pie.dds
   508 | Heart_of_the_Small_Country                    | gfx//interface//ideas_EU4//Heart_of_the_Small_Country.dds
   512 | Mill_of_the_Widderoy_Bend                     | gfx//interface//ideas_EU4//Mill_of_the_Widderoy_BendS.dds
   516 | Pear                                          | gfx//interface//ideas_EU4//Pear.dds
   520 | Apple                                         | gfx//interface//ideas_EU4//Apple.dds
   524 | onyx                                          | gfx//interface//ideas_EU4//onyx.dds
   528 | Diamond                                       | gfx//interface//ideas_EU4//Diamond.dds
   532 | Cold_bay_trade                                | gfx//interface//ideas_EU4//Cold_bay_trade.dds
   536 | Herald_of_Civilizations                       | gfx//interface//ideas_EU4//Herald_of_Civilizations.dds
   540 | Yohwankas_Bazaar                              | gfx//interface//ideas_EU4//Yohwankas_Bazaar.dds
   544 | Pri_Nebiw                                     | gfx//interface//ideas_EU4//Pri_Nebiw.dds
   548 | Cold_bay_trade                                | gfx//interface//ideas_EU4//Pri_Nebiw.dds
   552 | Medicine_Market_of_the_Summer_Isles           | gfx//interface//ideas_EU4//Medicine_Market_of_the_Summer_Isles.dds
   556 | Shacklemaker_Kings_of_Gleti_Sedara            | gfx//interface//ideas_EU4//Shacklemaker_Kings_of_Gleti_Sedara.dds
   560 | Iron_Hulls                                    | gfx//interface//ideas_EU4//Iron_Hulls.dds
   564 | Nazyhn                                        | gfx//interface//ideas_EU4//Nazyhn.dds
   568 | Dendugma_Steel                                | gfx//interface//ideas_EU4//Dendugma_Steel.dds
   572 | Gates_to_Sarhal                               | gfx//interface//ideas_EU4//Gates_to_Sarhal.dds
   576 | Kunolo_Kola                                   | gfx//interface//ideas_EU4//Kunolo_Kola.dds
   580 | The_Isthmus                                   | gfx//interface//ideas_EU4//The_Isthmus.dds
   584 | mermaid                                       | gfx//interface//ideas_EU4//mermaid.dds
   588 | Hub_of_the_Gulf_Slave_Trade                   | gfx//interface//ideas_EU4//Hub_of_the_Gulf_Slave_Trade.dds
   592 | Sons_of_the_Return                            | gfx//interface//ideas_EU4//Sons_of_the_Return.dds
   596 | Jewel_of_Madriamilak                          | gfx//interface//ideas_EU4//Jewel_of_Madriamilak.dds
   600 | Glass_Architecture                            | gfx//interface//ideas_EU4//Glass_Architecture.dds
   604 | The_Mengi_Glass_City                          | gfx//interface//ideas_EU4//The_Mengi_Glass_City.dds
   608 | grain_fire                                    | gfx//interface//ideas_EU4//grain_fire.dds
   612 | Aquaculture_Pioneers                          | gfx//interface//ideas_EU4//Aquaculture_Pioneers.dds
   616 | Hydromancer_Guild                             | gfx//interface//ideas_EU4//Hydromancer_Guild.dds
   620 | fish                                          | gfx//interface//ideas_EU4//fish.dds
   624 | gold                                          | gfx//interface//ideas_EU4//gold.dds
   628 | The_Yangcheng_College                         | gfx//interface//ideas_EU4//The_Yangcheng_College.dds
   632 | The_Ring_of_Uthayus                           | gfx//interface//ideas_EU4//The_Ring_of_Uthayus.dds
   636 | magic_tower                                   | gfx//interface//ideas_EU4//magic_tower.dds
   640 | Institution_of_Martial_Magecraft              | gfx//interface//ideas_EU4//Institution_of_Martial_Magecraft.dds
   644 | Gardeners_of_Fangaula                         | gfx//interface//ideas_EU4//Gardeners_of_Fangaula.dds
   648 | The_Angel_Kamniel                             | gfx//interface//ideas_EU4//The_Angel_Kamniel.dds
   652 | Gates_of_Haless                               | gfx//interface//ideas_EU4//Gates_of_Haless.dds
   656 | hold_work                                     | gfx//interface//ideas_EU4//hold_work.dds
   660 | The_Great_Ashamadiat_City_Of_Wealth           | gfx//interface//ideas_EU4//The_Great_Ashamadiat_City_Of_Wealth.dds
   664 | The_Tower_of_Muhaqaar                         | gfx//interface//ideas_EU4//The_Tower_of_Muhaqaar.dds
   668 | The_Sages_of_the_Tower                        | gfx//interface//ideas_EU4//The_Sages_of_the_Tower.dds
   672 | Center_Of_Mengi_Magic_The_River_Tower         | gfx//interface//ideas_EU4//Center_Of_Mengi_Magic_The_River_Tower.dds
   676 | Luzhang_Baoto                                 | gfx//interface//ideas_EU4//Luzhang_Baoto.dds
   680 | Gate_to_the_Demon_Hills                       | gfx//interface//ideas_EU4//Gate_to_the_Demon_Hills.dds
   684 | A_Drop_of_Tar_In_The_Sea                      | gfx//interface//ideas_EU4//A_Drop_of_Tar_In_The_Sea.dds
   688 | The_Voyages_At_Dawn                           | gfx//interface//ideas_EU4//The_Voyages_At_Dawn.dds
   692 | Leslinwaffles                                 | gfx//interface//ideas_EU4//Leslinwaffles.dds
   696 | Branherrek                                    | gfx//interface//ideas_EU4//Branherrek.dds
   700 | The_Snow_Aegis                                | gfx//interface//ideas_EU4//The_Snow_Aegis.dds
   704 | Master_Shipwrights                            | gfx//interface//ideas_EU4//Master_Shipwrights.dds
   708 | Steam_Power                                   | gfx//interface//ideas_EU4//Steam_Power.dds
   712 | Ancient_Trade_Routes                          | gfx//interface//ideas_EU4//Ancient_Trade_Routes.dds
   716 | The_Debtors_of_Bulwar                         | gfx//interface//ideas_EU4//The_Debtors_of_Bulwar.dds
   720 | Refounded_by_the_God_King                     | gfx//interface//ideas_EU4//Refounded_by_the_God_King.dds
   724 | Spire_of_Industry                             | gfx//interface//ideas_EU4//Spire_of_Industry.dds
   728 | bloodcurse                                    | gfx//interface//ideas_EU4//bloodcurse.dds
   732 | Sapphire_Of_Sarhal                            | gfx//interface//ideas_EU4//Sapphire_Of_Sarhal.dds
   736 | Adzalaz_River                                 | gfx//interface//ideas_EU4//Adzalaz_River.dds
   740 | The_Festival_of_the_Favoured_Waves            | gfx//interface//ideas_EU4//The_Festival_of_the_Favoured_Waves.dds
   744 | Wind_Without_Sail                             | gfx//interface//ideas_EU4//Wind_Without_Sail.dds
   748 | Cream_Well_Churned                            | gfx//interface//ideas_EU4//Cream_Well_Churned.dds
   752 | Tallfolk_Turnpike                             | gfx//interface//ideas_EU4//Tallfolk_Turnpike.dds
   756 | Boiled_Mashed_and_Stewed                      | gfx//interface//ideas_EU4//Boiled_Mashed_and_Stewed.dds
   760 | Jellied_Eels                                  | gfx//interface//ideas_EU4//Jellied_Eels.dds
   764 | Cider_Style_Speech_of_The_Fat_Halflings       | gfx//interface//ideas_EU4//Cider_Style_Speech_of_The_Fat_Halflings.dds
   768 | Gold_in_Yonder_Hills                          | gfx//interface//ideas_EU4//Gold_in_Yonder_Hills.dds
   772 | Great_Butter_Exchange                         | gfx//interface//ideas_EU4//Great_Butter_Exchange.dds
   776 | The_Goldbrick_Roads                           | gfx//interface//ideas_EU4//The_Goldbrick_Roads.dds
   780 | The_Bull_Barons                               | gfx//interface//ideas_EU4//The_Bull_Barons.dds
   784 | Cowskeep_Pied                                 | gfx//interface//ideas_EU4//Cowskeep_Pied.dds
   788 | Meat_Carvers                                  | gfx//interface//ideas_EU4//Meat_Carvers.dds
   792 | Shining_Topaz                                 | gfx//interface//ideas_EU4//Shining_Topaz.dds
   796 | The_Gerudian_and_the_Star                     | gfx//interface//ideas_EU4//The_Gerudian_and_the_Star.dds
   800 | Bridge_of_the_Chillsbay                       | gfx//interface//ideas_EU4//Bridge_of_the_Chillsbay.dds
   804 | From_Greatwoods_to_the_Sea                    | gfx//interface//ideas_EU4//From_Greatwoods_to_the_Sea.dds
   808 | Entrance_to_the_Reach                         | gfx//interface//ideas_EU4//Entrance_to_the_Reach.dds
   812 | Men_of_Watch_the_Greatwoods                   | gfx//interface//ideas_EU4//Men_of_Watch_the_Greatwoods.dds
   816 | The_Pier                                      | gfx//interface//ideas_EU4//The_Pier.dds
   820 | Race_Along_the_Pier                           | gfx//interface//ideas_EU4//Race_Along_the_Pier.dds
   824 | From_Forests_to_Fuel                          | gfx//interface//ideas_EU4//From_Forests_to_Fuel.dds
   828 | The_Petty_Palace_of_Dinesck                   | gfx//interface//ideas_EU4//The_Petty_Palace_of_Dinesck.dds
   832 | War_Against_the_Woods                         | gfx//interface//ideas_EU4//War_Against_the_Woods.dds
   836 | The_Unconquerable_People                      | gfx//interface//ideas_EU4//The_Unconquerable_People.dds
   840 | Crovanian_What                                | gfx//interface//ideas_EU4//Crovanian_What.dds
   844 | Stalwart_Traders                              | gfx//interface//ideas_EU4//Stalwart_Traders.dds
   848 | Grey_Grey_Mist_of_Home                        | gfx//interface//ideas_EU4//Grey_Grey_Mist_of_Home.dds
   852 | The_Crovanian_Cannons                         | gfx//interface//ideas_EU4//The_Crovanian_Cannons.dds
   856 | Druids_of_the_Deruwren_Forest                 | gfx//interface//ideas_EU4//Druids_of_the_Deruwren_Forest.dds
   860 | Ilvandeti_Crafts                              | gfx//interface//ideas_EU4//Ilvandeti_Crafts.dds
   864 | Mystery_of_the_Cualebris                      | gfx//interface//ideas_EU4//Mystery_of_the_Cualebris.dds
   868 | City_of_Aelantir_Desire                       | gfx//interface//ideas_EU4//City_of_Aelantir_Desire.dds
   872 | The_Nanru_Nakar_Great_Undercity               | gfx//interface//ideas_EU4//The_Nanru_Nakar_Great_Undercity.dds
   876 | Eternal_Mudaliar                              | gfx//interface//ideas_EU4//Eternal_Mudaliar.dds
   880 | Dream_of_Reunification                        | gfx//interface//ideas_EU4//Dream_of_Reunification.dds
   884 | Red_Wave_Dye                                  | gfx//interface//ideas_EU4//Red_Wave_Dye.dds
   888 | The_Illustrious_Port_of_Zitan_Tomon           | gfx//interface//ideas_EU4//The_Illustrious_Port_of_Zitan_Tomon.dds
   892 | A_Dream_of_Genies                             | gfx//interface//ideas_EU4//A_Dream_of_Genies.dds
   896 | Shenrali_Steel                                | gfx//interface//ideas_EU4//Shenrali_Steel.dds
   900 | The_Red_Paradise                              | gfx//interface//ideas_EU4//The_Red_Paradise.dds
   904 | Great_Port_of_Sarkhashabid                    | gfx//interface//ideas_EU4//Great_Port_of_Sarkhashabid.dds
   908 | Mirchi_Kambal                                 | gfx//interface//ideas_EU4//Mirchi_Kambal.dds
   912 | Wealth_of_the_Serpentshead                    | gfx//interface//ideas_EU4//Wealth_of_the_Serpentshead.dds
   916 | Bone_Hulls                                    | gfx//interface//ideas_EU4//Bone_Hulls.dds
   920 | The_Red_River                                 | gfx//interface//ideas_EU4//The_Red_River.dds
   924 | Silfrhof_Market                               | gfx//interface//ideas_EU4//Silfrhof_Market.dds
   928 | Sidaett_Amber                                 | gfx//interface//ideas_EU4//Sidaett_Amber.dds
   932 | Lands_of_the_First_Spring                     | gfx//interface//ideas_EU4//Lands_of_the_First_Spring.dds
   936 | City_of_Great_Ancients                        | gfx//interface//ideas_EU4//City_of_Great_Ancients.dds
   940 | The_Beauty_of_Ruin                            | gfx//interface//ideas_EU4//The_Beauty_of_Ruin.dds
   944 | The_Godswall_Tower                            | gfx//interface//ideas_EU4//The_Godswall_Tower.dds
   948 | A_Four_Season_Realm                           | gfx//interface//ideas_EU4//A_Four_Season_Realm.dds
   952 | Ghilakhad_supply_point                        | gfx//interface//ideas_EU4//Ghilakhad_supply_point.dds
   956 | The_Great_Waterfall_of_Kharunyana             | gfx//interface//ideas_EU4//The_Great_Waterfall_of_Kharunyana.dds
   960 | The_Beating_Heart_of_Haless                   | gfx//interface//ideas_EU4//The_Beating_Heart_of_Haless.dds
   964 | The_Nests_of_Pasiragha                        | gfx//interface//ideas_EU4//The_Nests_of_Pasiragha.dds
   968 | The_Praiseless_Pasiragha_Press                | gfx//interface//ideas_EU4//The_Praiseless_Pasiragha_Press.dds
   972 | Hydroarkhetecture_of_Gnomes                   | gfx//interface//ideas_EU4//Hydroarkhetecture_of_Gnomes.dds
   976 | The_Gnomish_Cut                               | gfx//interface//ideas_EU4//The_Gnomish_Cut.dds
   980 | The_Grand_Library_of_Koroshesh                | gfx//interface//ideas_EU4//The_Grand_Library_of_Koroshesh.dds
   984 | Sorrow_End_Harbor                             | gfx//interface//ideas_EU4//Sorrow_End_Harbor.dds
   988 | Kheterata_Eternal                             | gfx//interface//ideas_EU4//Kheterata_Eternal.dds
   992 | clove                                         | gfx//interface//ideas_EU4//clove.dds
   996 | The_Great_Slave_Port                          | gfx//interface//ideas_EU4//The_Great_Slave_Port.dds
  1028 | The_whisper_of_the_true_God                   | gfx//interface//ideas_EU4//The_whisper_of_the_true_God.dds
  1032 | The_birthplace_of_human_magic                 | gfx//interface//ideas_EU4//The_birthplace_of_human_magic.dds
  1036 | Works_of_Golden_Scales                        | gfx//interface//ideas_EU4//Works_of_Golden_Scales.dds
  1040 | The_Goldscale_Hoard                           | gfx//interface//ideas_EU4//The_Goldscale_Hoard.dds
  1044 | Banana_Beer                                   | gfx//interface//ideas_EU4//Banana_Beer.dds
  1048 | Pearls_and_Feathers                           | gfx//interface//ideas_EU4//Pearls_and_Feathers.dds
  1052 | Elephant_Graveyard                            | gfx//interface//ideas_EU4//Elephant_Graveyard.dds
  1056 | The_quagga                                    | gfx//interface//ideas_EU4//The_quagga.dds
  1060 | Kudemtu_Pastures                              | gfx//interface//ideas_EU4//Kudemtu_Pastures.dds
  1064 | The_Black_Plains                              | gfx//interface//ideas_EU4//The_Black_Plains.dds
  1068 | The_Search_for_Dracball                       | gfx//interface//ideas_EU4//The_Search_for_Dracball.dds
  1072 | The_Leaf_Sensation                            | gfx//interface//ideas_EU4//The_Leaf_Sensation.dds
  1076 | Roots_and_Rocks                               | gfx//interface//ideas_EU4//Roots_and_Rocks.dds
  1080 | The_Miracle_of_Begga                          | gfx//interface//ideas_EU4//The_Miracle_of_Begga.dds
  1084 | The_Thunderglade                              | gfx//interface//ideas_EU4//The_Thunderglade.dds
  1088 | A_Path_of_Gold_And_Ideas                      | gfx//interface//ideas_EU4//A_Path_of_Gold_And_Ideas.dds
  1092 | Whispers_of_the_Qi_Xin                        | gfx//interface//ideas_EU4//Whispers_of_the_Qi_Xin.dds
  1096 | A_People_Secretive_and_Hidden                 | gfx//interface//ideas_EU4//A_People_Secretive_and_Hidden.dds
  1100 | Cloaks_of_the_Night                           | gfx//interface//ideas_EU4//Cloaks_of_the_Night.dds
  1104 | School_of_the_Looming_Shadow                  | gfx//interface//ideas_EU4//School_of_the_Looming_Shadow.dds
  1108 | Industrial_Beginnings                         | gfx//interface//ideas_EU4//Industrial_Beginnings.dds
  1112 | Patroness_of_Every_Court                      | gfx//interface//ideas_EU4//Patroness_of_Every_Court.dds
  1116 | The_Lovelost_Schism                           | gfx//interface//ideas_EU4//The_Lovelost_Schism.dds
  1120 | The_Binding_Rites                             | gfx//interface//ideas_EU4//The_Binding_Rites.dds
  1124 | Snake_in_the_Garden                           | gfx//interface//ideas_EU4//Snake_in_the_Garden.dds
  1128 | cotton                                        | gfx//interface//ideas_EU4//cotton.dds
  1132 | Twin_Lake_Towns                               | gfx//interface//ideas_EU4//Twin_Lake_Towns.dds
  1136 | Wood                                          | gfx//interface//ideas_EU4//Wood.dds
  1140 | see_the_world_with_open_eyes                  | gfx//interface//ideas_EU4//see_the_world_with_open_eyes.dds
  1144 | The_Green_Gold_Mint                           | gfx//interface//ideas_EU4//The_Green_Gold_Mint.dds
  1148 | The_Five_Western_Sisters                      | gfx//interface//ideas_EU4//The_Five_Western_Sisters.dds
  1152 | Silk_Capital_of_Rahen                         | gfx//interface//ideas_EU4//Silk_Capital_of_Rahen.dds
  1156 | Mystery_In_The_Depths                         | gfx//interface//ideas_EU4//Mystery_In_The_Depths.dds
  1160 | Iron_Goblins                                  | gfx//interface//ideas_EU4//Iron_Goblins.dds
  1164 | The_Sword_Covenant                            | gfx//interface//ideas_EU4//The_Sword_Covenant.dds
  1168 | Throwing_the_Dice                             | gfx//interface//ideas_EU4//Throwing_the_Dice.dds
  1172 | The_Silver_Dragon_of_Castanor                 | gfx//interface//ideas_EU4//The_Silver_Dragon_of_Castanor.dds
  1176 | Castonath_is_Escann_and_Escann_is_Castonath   | gfx//interface//ideas_EU4//Castonath_is_Escann_and_Escann_is_Castonath.dds
  1180 | Home_of_the_Dolenmach                         | gfx//interface//ideas_EU4//Home_of_the_Dolenmach.dds
  1184 | Drakehounds                                   | gfx//interface//ideas_EU4//Drakehounds.dds
  1188 | Patina_Orange                                 | gfx//interface//ideas_EU4//Patina_Orange.dds
  1192 | Glass_G51                                     | gfx//interface//ideas_EU4//Glass_G51.dds
  1196 | Lighthouse                                    | gfx//interface//ideas_EU4//Lighthouse.dds
  1200 | Brinaj_Tula                                   | gfx//interface//ideas_EU4//Brinaj_Tula.dds
  1204 | Slave                                         | gfx//interface//ideas_EU4//Slave.dds
  1208 | The_Tree_of_Tales                             | gfx//interface//ideas_EU4//The_Tree_of_Tales.dds
  1212 | Legacy_of_the_Golems                          | gfx//interface//ideas_EU4//Legacy_of_the_Golems.dds
  1216 | Purveyors_Of_Shapeshifters                    | gfx//interface//ideas_EU4//Purveyors_Of_Shapeshifters.dds
  1220 | Aro_The_Great                                 | gfx//interface//ideas_EU4//Aro_The_Great.dds
  1224 | Kidgeben                                      | gfx//interface//ideas_EU4//Kidgeben.dds
  1228 | smalltradehub                                 | gfx//interface//ideas_EU4//smalltradehub.dds
  1232 | Haven_of_the_North                            | gfx//interface//ideas_EU4//Haven_of_the_North.dds
  1236 | Derannic_Arsenal                              | gfx//interface//ideas_EU4//Derannic_Arsenal.dds
  1240 | Ancient_Lencori_Ties                          | gfx//interface//ideas_EU4//Ancient_Lencori_Ties.dds
  1244 | Wine_Merchants_of_the_Divenhal                | gfx//interface//ideas_EU4//Wine_Merchants_of_the_Divenhal.dds
  1248 | Sorncosti_Paradise                            | gfx//interface//ideas_EU4//Sorncosti_Paradise.dds
  1252 | Through_the_Grapevine                         | gfx//interface//ideas_EU4//Through_the_Grapevine.dds
  1256 | Hub_of_the_Underworld                         | gfx//interface//ideas_EU4//Hub_of_the_Underworld.dds
  1260 | The_Tables_Turned                             | gfx//interface//ideas_EU4//The_Tables_Turned.dds
  1264 | Land_Without_Hunger                           | gfx//interface//ideas_EU4//Land_Without_Hunger.dds
  1268 | guided_rains_mp                               | gfx//interface//ideas_EU4//guided_rains_mp.dds
  1272 | The_legacy_of_Firanya                         | gfx//interface//ideas_EU4//The_legacy_of_Firanya.dds
  1276 | The_Sebsadi_Orcs                              | gfx//interface//ideas_EU4//The_Sebsadi_Orcs.dds
  1280 | Friends_Of_The_Mistforest                     | gfx//interface//ideas_EU4//Friends_Of_The_Mistforest.dds
  1284 | Gifts_Of_Firanyalen                           | gfx//interface//ideas_EU4//Gifts_Of_Firanyalen.dds
  1288 | The_TalonTusks                                | gfx//interface//ideas_EU4//The_TalonTusks.dds
  1292 | Firanyas_Path                                 | gfx//interface//ideas_EU4//Firanyas_Path.dds
  1296 | City_Planning_in_the_Splinters                | gfx//interface//ideas_EU4//City_Planning_in_the_Splinters.dds
  1300 | Nimscodd_Engineering_Academy                  | gfx//interface//ideas_EU4//Nimscodd_Engineering_Academy.dds
  1304 | The_First_Spear                               | gfx//interface//ideas_EU4//The_First_Spear.dds
  1308 | Peasant_Lords                                 | gfx//interface//ideas_EU4//Peasant_Lords.dds
  1312 | Along_the_Spear_Way                           | gfx//interface//ideas_EU4//Along_the_Spear_Way.dds
  1316 | The_Battle_of_the_Burning_Hill                | gfx//interface//ideas_EU4//The_Battle_of_the_Burning_Hill.dds
  1320 | The_Prosperous_Ones                           | gfx//interface//ideas_EU4//The_Prosperous_Ones.dds
